"sActivityName" "iSubjectIndex" "tBodyAcc-mean()-X-AvgByActBySubject" "tBodyAcc-mean()-Y-AvgByActBySubject" "tBodyAcc-mean()-Z-AvgByActBySubject" "tBodyAcc-std()-X-AvgByActBySubject" "tBodyAcc-std()-Y-AvgByActBySubject" "tBodyAcc-std()-Z-AvgByActBySubject" "tGravityAcc-mean()-X-AvgByActBySubject" "tGravityAcc-mean()-Y-AvgByActBySubject" "tGravityAcc-mean()-Z-AvgByActBySubject" "tGravityAcc-std()-X-AvgByActBySubject" "tGravityAcc-std()-Y-AvgByActBySubject" "tGravityAcc-std()-Z-AvgByActBySubject" "tBodyAccJerk-mean()-X-AvgByActBySubject" "tBodyAccJerk-mean()-Y-AvgByActBySubject" "tBodyAccJerk-mean()-Z-AvgByActBySubject" "tBodyAccJerk-std()-X-AvgByActBySubject" "tBodyAccJerk-std()-Y-AvgByActBySubject" "tBodyAccJerk-std()-Z-AvgByActBySubject" "tBodyGyro-mean()-X-AvgByActBySubject" "tBodyGyro-mean()-Y-AvgByActBySubject" "tBodyGyro-mean()-Z-AvgByActBySubject" "tBodyGyro-std()-X-AvgByActBySubject" "tBodyGyro-std()-Y-AvgByActBySubject" "tBodyGyro-std()-Z-AvgByActBySubject" "tBodyGyroJerk-mean()-X-AvgByActBySubject" "tBodyGyroJerk-mean()-Y-AvgByActBySubject" "tBodyGyroJerk-mean()-Z-AvgByActBySubject" "tBodyGyroJerk-std()-X-AvgByActBySubject" "tBodyGyroJerk-std()-Y-AvgByActBySubject" "tBodyGyroJerk-std()-Z-AvgByActBySubject" "tBodyAccMag-mean()-AvgByActBySubject" "tBodyAccMag-std()-AvgByActBySubject" "tGravityAccMag-mean()-AvgByActBySubject" "tGravityAccMag-std()-AvgByActBySubject" "tBodyAccJerkMag-mean()-AvgByActBySubject" "tBodyAccJerkMag-std()-AvgByActBySubject" "tBodyGyroMag-mean()-AvgByActBySubject" "tBodyGyroMag-std()-AvgByActBySubject" "tBodyGyroJerkMag-mean()-AvgByActBySubject" "tBodyGyroJerkMag-std()-AvgByActBySubject" "fBodyAcc-mean()-X-AvgByActBySubject" "fBodyAcc-mean()-Y-AvgByActBySubject" "fBodyAcc-mean()-Z-AvgByActBySubject" "fBodyAcc-std()-X-AvgByActBySubject" "fBodyAcc-std()-Y-AvgByActBySubject" "fBodyAcc-std()-Z-AvgByActBySubject" "fBodyAccJerk-mean()-X-AvgByActBySubject" "fBodyAccJerk-mean()-Y-AvgByActBySubject" "fBodyAccJerk-mean()-Z-AvgByActBySubject" "fBodyAccJerk-std()-X-AvgByActBySubject" "fBodyAccJerk-std()-Y-AvgByActBySubject" "fBodyAccJerk-std()-Z-AvgByActBySubject" "fBodyGyro-mean()-X-AvgByActBySubject" "fBodyGyro-mean()-Y-AvgByActBySubject" "fBodyGyro-mean()-Z-AvgByActBySubject" "fBodyGyro-std()-X-AvgByActBySubject" "fBodyGyro-std()-Y-AvgByActBySubject" "fBodyGyro-std()-Z-AvgByActBySubject" "fBodyAccMag-mean()-AvgByActBySubject" "fBodyAccMag-std()-AvgByActBySubject" "fBodyBodyAccJerkMag-mean()-AvgByActBySubject" "fBodyBodyAccJerkMag-std()-AvgByActBySubject" "fBodyBodyGyroMag-mean()-AvgByActBySubject" "fBodyBodyGyroMag-std()-AvgByActBySubject" "fBodyBodyGyroJerkMag-mean()-AvgByActBySubject" "fBodyBodyGyroJerkMag-std()-AvgByActBySubject"
"STANDING" 23 2.77899323235294 3114.25 3622.85294117647 4082.42647058824 3316.30882352941 2944.02941176471 3758.79411764706 3727.22058823529 3337.95588235294 4081.67647058824 4421.47058823529 3958.26470588235 -5.76680570147059 3974.61764705882 4569.02941176471 5582.11764705882 5284.29411764706 4904.39705882353 3530.89705882353 3444.5 3255.69117647059 3948.47058823529 3598.61764705882 3734.63235294118 2.12808724264706 3681.64705882353 4225.08823529412 3762 3471.95588235294 4858.33823529412 3387.39705882353 3825.42647058824 2861.26470588235 3540.44117647059 3386.44117647059 3854.52941176471 0.123366667629412 -1.79172178676471 3440.32352941176 3653.73529411765 3434.61764705882 3459.55882352941 3397.5 3778.97058823529 3598.72058823529 0.972387365294118 2863.98529411765 3947.79411764706 3424.19117647059 4875.76470588235 4916.77941176471 5208.67647058824 2859.52941176471 3434.26470588235 3853.77941176471 2901.57352941176 4717.41176470588 4900.11764705882 2784.39705882353 3069.07352941176 4240.47058823529 4201.60294117647 -9.99677461470588 4998.91176470588 3755.86764705882 0.997305237352941
"WALKING" 23 2.73211884237288 4692.61016949153 5105.86440677966 3030.03389830508 1294.66101694915 6111.4406779661 3044.4406779661 3732.40677966102 2962.54237288136 4066.98305084746 4819.23728813559 4505.76271186441 -2.9349010779661 2020.30508474576 3138.79661016949 4034.22033898305 4074.42372881356 1938.93220338983 3953.33898305085 3359.57627118644 3914.62711864407 4099.1186440678 3241.86440677966 3435.42372881356 3.91685541016949 3021.93220338983 2997.66101694915 3011.76271186441 4069.37288135593 2034.16949152542 3561.64406779661 3593.72881355932 1176.08474576271 3954.76271186441 3537.28813559322 2102.96610169492 -0.0814461059915254 -2.63295803728814 3927.62711864407 3812.93220338983 3404.91525423729 3441.05084745763 3446.33898305085 3305.84745762712 2149.4406779661 0.266053557077288 2773.22033898305 2712.30508474576 3181.40677966102 2031.64406779661 1665.20338983051 1667.50847457627 3128.05084745763 3163.25423728814 3317.10169491525 2965.59322033898 2339.96610169492 1564.28813559322 2625.5593220339 3025.35593220339 3502.89830508475 2435.52542372881 -9.01944905762712 984.932203389831 2773.57627118644 0.679456329152542
"WALKING_DOWNSTAIRS" 23 3.01451426481481 5108.61111111111 4814.48148148148 5051.85185185185 6302.7962962963 6222.05555555556 4046.61111111111 3038.98148148148 4009.75925925926 3504.11111111111 1728.42592592593 4405.12962962963 -3.46043070740741 2414.77777777778 3211.75925925926 3809.22222222222 2767.22222222222 2505.81481481481 3821.94444444444 3957.46296296296 3795.14814814815 3468.85185185185 3456.87037037037 3937.44444444444 3.10745640555556 3369.74074074074 4105.7962962963 3876.7037037037 4827.55555555556 3807.77777777778 3508.05555555556 3979.5 4480.07407407407 4037.64814814815 4621.44444444444 5609.22222222222 -0.0189584484851852 0.218823183333333 3606.2962962963 4411.61111111111 3682.42592592593 4271.75925925926 3720.5 3642.66666666667 1833.66666666667 0.170945455951852 2537.44444444444 3242.16666666667 2965.11111111111 2565.2037037037 1834.18518518519 1316.2037037037 3437.59259259259 3148.03703703704 3490.96296296296 2579.88888888889 2301.61111111111 1878 2535.90740740741 2973.46296296296 961.148148148148 792.907407407407 -9.50092896296296 1028 3033.09259259259 0.245768920212963
"WALKING_UPSTAIRS" 23 2.56619428431373 4671.52941176471 4062.60784313725 2337.23529411765 4553.58823529412 6696.8431372549 3480.54901960784 4042.70588235294 3880.88235294118 3925.92156862745 2509.35294117647 4541.62745098039 -6.87101581764706 5415.27450980392 3883.27450980392 4605.60784313726 3348.82352941176 1667.29411764706 3807.80392156863 3480.43137254902 3958.37254901961 3399.33333333333 3369.37254901961 3642.21568627451 3.30903079803922 2158.54901960784 3556.8431372549 2712.50980392157 4162.09803921569 3135.86274509804 3868.13725490196 3475.41176470588 2673.94117647059 3726.03921568627 4438.29411764706 3838.27450980392 -0.133361178821569 1.15985845686275 3841.92156862745 3785.43137254902 3851.54901960784 3518.23529411765 3798.72549019608 3558.3137254902 2517.01960784314 0.551275188627451 2675.13725490196 2834.80392156863 2818.56862745098 1812.07843137255 1802.74509803922 1446.05882352941 3248.58823529412 3248.58823529412 2986.07843137255 3131.23529411765 2157.96078431373 1745.41176470588 2404.09803921569 3157.96078431373 970.686274509804 1146.80392156863 -9.25123454901961 307.392156862745 2449.54901960784 0.726848506666667
"LAYING" 24 2.69281948055556 8263.34722222222 8034.61111111111 8426.81944444445 9295.09722222222 9204.11111111111 8735.69444444445 8776.23611111111 8764.65277777778 8766.81944444445 9304.93055555555 9180.41666666667 -2.39694162638889 8339.22222222222 9249.27777777778 8567.38888888889 8357.05555555555 9264.18055555555 8945.69444444445 8790.33333333333 8847.45833333333 8953.54166666667 8972.41666666667 8806.09722222222 2.97880472083333 8842.47222222222 8758.66666666667 9458.23611111111 8306.38888888889 9325.27777777778 8733.54166666667 8797.01388888889 9078.04166666667 8865.125 8660.65277777778 8932.08333333333 0.159810337588889 -2.05180269861111 8789.90277777778 8847.125 8796.51388888889 8857.66666666667 8739.04166666667 8996.125 9080.98611111111 0.978659102222222 4077.38888888889 7028.875 8975.65277777778 9268.09722222222 9427.375 9396.63888888889 5559.875 5782.68055555556 6747.79166666667 8560.5 9418.33333333333 9380.16666666667 4247.34722222222 4917.15277777778 8304.51388888889 8395.52777777778 -9.99168025416667 9305.11111111111 9296.77777777778 0.997053886944444
"SITTING" 24 2.73475690147059 8437.63235294118 8692.58823529412 9275.66176470588 8927.5 9004.47058823529 8881.41176470588 8899.41176470588 8809.17647058824 8485.10294117647 8848.83823529412 9342.64705882353 -5.50500126764706 8862.76470588235 8367.85294117647 8671.85294117647 9134.76470588235 9363.60294117647 8887.30882352941 8905.26470588235 8775.98529411765 8793.73529411765 8797.51470588235 8850.54411764706 1.83215231176471 9005.83823529412 8949.17647058824 9019.14705882353 8667.35294117647 9121.26470588235 8941.36764705882 8856.25 9135.64705882353 8991.07352941176 8520.60294117647 9008.23529411765 0.126053474892647 -1.40752551029412 8765.61764705882 8812.95588235294 8739.52941176471 8903.94117647059 8846.30882352941 8948.58823529412 9623.20588235294 0.990724530735294 4853.64705882353 7661.44117647059 8512 9146.91176470588 9402.64705882353 9172.04411764706 6189.35294117647 5789.55882352941 6790.60294117647 8492.48529411765 9200.76470588235 9270.26470588235 3487.61764705882 3914.75 8314.48529411765 8386.55882352941 -9.99257862941177 9226.33823529412 9252.05882352941 0.997447358970588
"STANDING" 24 2.80348883913043 8806.21739130435 9100.8115942029 9266.08695652174 8685.50724637681 8789.3768115942 8869.40579710145 8834.5652173913 8976.1884057971 9060.01449275362 8925.01449275362 8718.15942028986 -5.71688072608696 8959.39130434783 9329.69565217391 9293.14492753623 9004.44927536232 9325.21739130435 8787.42028985507 8879.4347826087 8798.24637681159 8660.59420289855 8859.53623188406 8818.02898550725 1.12057336956522 9177.75362318841 8845.84057971014 9238.4347826087 8524.53623188406 9108.78260869565 8815.26086956522 9024.4347826087 8806.24637681159 8795.65217391304 8628.86956521739 8871.46376811594 0.0908653116 -1.88072953623188 9007.8115942029 8658.78260869565 8771.33333333333 8949.47826086957 8685.57971014493 8625.34782608696 9381.24637681159 0.979995718695652 5484.27536231884 7903.92753623188 8354.08695652174 8952.27536231884 9320.55072463768 9121.4347826087 6863.8115942029 6636.94202898551 7005.36231884058 8512.01449275362 9034.57971014493 9033.69565217391 4715.44927536232 6365.26086956522 8197.68115942029 8358.5652173913 -9.99595476666667 9298.28985507246 9038.39130434783 0.99648249
"WALKING" 24 2.76980816034483 8977.24137931034 9065.3275862069 8634.39655172414 7730 8035.01724137931 8753.75862068966 8921.94827586207 8920.15517241379 8763.36206896552 8413.68965517241 8649 -4.01651106206897 8441.63793103448 8701.75862068966 8945.94827586207 8504.84482758621 8360.55172413793 8957.98275862069 8668.18965517241 8767.06896551724 8900.89655172414 8884.13793103448 8825.84482758621 3.14246947413793 8533.44827586207 8545.12068965517 9194.36206896552 9208.75862068966 8204.46551724138 8857.86206896552 8678.51724137931 8068.56896551724 8814.29310344828 9050.3275862069 8639.86206896552 -0.177102976142052 1.3572642637931 8642.18965517241 8822.12068965517 8873.81034482759 8911.27586206897 8829.3275862069 8521.37931034483 8184.77586206897 0.556022765862069 6834.6724137931 8160.13793103448 8172.53448275862 7915.81034482759 7985.31034482759 7984.05172413793 7484.48275862069 7511.37931034483 8047.77586206897 8525.94827586207 8078.3275862069 7918.72413793103 6362.63793103448 7101.41379310345 7006.86206896552 7578.55172413793 -9.6649540862069 8011.43103448276 8472.03448275862 0.860704657758621
"WALKING_DOWNSTAIRS" 24 2.88631208909091 9023.14545454545 9296.8 8696.92727272727 9495.92727272727 8769.38181818182 8977.36363636364 8618.09090909091 8892.36363636364 9027.8 8674.78181818182 8748.94545454545 -2.68049480727273 8473.41818181818 8881.05454545455 8711.05454545455 8698.2 8197.70909090909 8757.49090909091 8851.50909090909 8771.76363636364 8943.89090909091 8832.27272727273 8572.50909090909 3.06947707272727 8437.4 9097.94545454545 8075.10909090909 8998.83636363636 8548.41818181818 8787.67272727273 8801.21818181818 8538.05454545455 8832.14545454545 9298.92727272727 8157.76363636364 -0.179363003363636 3.31979372181818 8737.81818181818 8801.18181818182 8951.85454545455 8662.18181818182 8898.18181818182 8773.58181818182 8345.76363636364 0.459159852363636 6718.56363636364 8116.70909090909 8471.12727272727 8004.45454545455 7981.23636363636 7775.52727272727 7595.96363636364 7578.07272727273 8167.58181818182 8363.58181818182 8173.72727272727 7913.30909090909 6420.4 7167.89090909091 7205.09090909091 7259.18181818182 -9.72344667454546 8275.85454545455 8398.83636363636 0.514162393636364
"WALKING_UPSTAIRS" 24 2.79860514237288 9478.83050847458 9117.38983050847 8433.52542372881 7803.59322033898 8490.69491525424 8918.23728813559 8702.40677966102 8879.28813559322 8655.01694915254 8828.1186440678 8447.06779661017 -4.35693818474576 8457.30508474576 9041.20338983051 8702.45762711864 8495.62711864407 8301.57627118644 8575.86440677966 9022.23728813559 8842.10169491525 8763.54237288136 8797.91525423729 8827.74576271186 3.4520169 8329.96610169492 8949.74576271186 8912.28813559322 8987.89830508475 8148.27118644068 8908.8813559322 8930.77966101695 8363.79661016949 8601.89830508475 9115.79661016949 8212.86440677966 -0.20311946920678 1.85352796440678 8729.83050847458 8812.37288135593 8754.74576271186 8594.83050847458 8853.52542372881 8687.06779661017 8299.49152542373 0.638180352881356 6712.79661016949 8277.83050847458 8518.25423728814 8166.42372881356 7924.47457627119 7979.35593220339 7496.93220338983 7555.59322033898 8105.18644067797 8338.40677966102 8218.6779661017 7952.3220338983 6364.45762711864 7119.45762711864 7432.84745762712 7733.47457627119 -9.46999245254237 7665.89830508475 8435.8813559322 0.75359120559322
"LAYING" 25 2.30050380136986 4766.47945205479 2564.2602739726 3127.12328767123 2414.79452054795 2605.72602739726 3852.58904109589 3538.72602739726 3967.82191780822 3489.50684931507 3326.41095890411 3092.34246575342 -7.46205348356164 5634.54794520548 4410.61643835616 3362.94520547945 3210.17808219178 3544.93150684932 3906.27397260274 3706.23287671233 4111.71232876712 3105.08219178082 3661.49315068493 3252.57534246575 3.2392826 3115.34246575342 3905.57534246575 3682.45205479452 3308.68493150685 4719.32876712329 3899.50684931507 3688.09589041096 3886.12328767123 3809.98630136986 3986.34246575342 2993.3698630137 -0.0940818725890411 1.93932765753425 3644.7397260274 3690.27397260274 3556.3698630137 3655.72602739726 3928.20547945205 3509.17808219178 3203.09589041096 0.96830952260274 2907.46575342466 3324.08219178082 3603.41095890411 3204.90410958904 3580.54794520548 3575.6301369863 3285.34246575342 3511.02739726027 3350.17808219178 3023.68493150685 3504.93150684932 4411.05479452055 2892.83561643836 2866.23287671233 4129.31506849315 4285.30136986301 -9.94688788082192 4291.80821917808 3057.67123287671 0.880153719589041
"SITTING" 25 2.78541482461538 2173.95384615385 2483.32307692308 4197.46153846154 4077.98461538462 3824.13846153846 3659.8 4045.49230769231 3635.44615384615 3126.96923076923 4030.73846153846 4124.07692307692 -4.79956271692308 3145.83076923077 2417 3178.47692307692 4560.50769230769 4912.36923076923 3285.76923076923 3604.90769230769 3458.83076923077 4058.98461538462 3429.44615384615 3262.90769230769 2.00915570615385 4183.78461538462 3918.89230769231 5219.2 2634.92307692308 4887.36923076923 3908.64615384615 3841.35384615385 4211 3608.63076923077 2581.76923076923 4096.44615384615 0.196176514766154 -2.14281886 3767.36923076923 3552.72307692308 3434.8 3923.47692307692 4110.66153846154 3689.43076923077 5519.56923076923 0.991766403076923 2820.81538461538 4754.03076923077 4756.03076923077 5512.10769230769 5793.01538461538 5572.09230769231 2848.2 3493.53846153846 3383.86153846154 4825.49230769231 5648.29230769231 5552.12307692308 2749.69230769231 2966.23076923077 5310.81538461538 5607.8 -9.98898326615385 5500.2 5257.41538461538 0.993861866615385
"STANDING" 25 2.78013701621622 2863.54054054054 2969.22972972973 4223.13513513513 3190.40540540541 4144.83783783784 3645.10810810811 3506.06756756757 3733.95945945946 3071.09459459459 4595.05405405405 3225.62162162162 -4.45083364864865 3030.95945945946 3476.58108108108 3548.87837837838 4720.7972972973 4946.47297297297 3868.56756756757 3370.56756756757 3610.54054054054 3576.21621621622 3935.87837837838 4062.17567567568 0.984019883783784 5152.72972972973 4300.72972972973 3626.67567567568 3738.89189189189 5285.16216216216 3888.25675675676 3535.85135135135 3618.87837837838 3998.2027027027 2893.87837837838 3639.82432432432 0.1843854701 -2.4481611027027 3513.2972972973 3419.83783783784 3880.94594594595 3736.37837837838 3129.5 3209.55405405405 4854.83783783784 0.983230809594595 2582.43243243243 3795.90540540541 3253.43243243243 4748.39189189189 5096.63513513513 5215.95945945946 2906.01351351351 3133.12162162162 3930.7972972973 3838.2027027027 4448.05405405405 5106.13513513513 2610.7972972973 2807.44594594595 5545.25675675676 5481.87837837838 -9.99566828783784 4966.7027027027 4761.05405405405 0.997413693108108
"WALKING" 25 2.78992759054054 4132.72972972973 4487.98648648649 3333.95945945946 696.027027027027 2196.54054054054 3834.64864864865 3336.63513513513 3774.51351351351 3564.48648648649 2689.77027027027 3173.25675675676 -4.56669381756757 2955.32432432432 3452.86486486487 2631.72972972973 2307.87837837838 2933.98648648649 3921.2972972973 3704.77027027027 3654.56756756757 3909.45945945946 3880.77027027027 3991.09459459459 3.84248250135135 2051.12162162162 3533.31081081081 2204.06756756757 4501.12162162162 2519.62162162162 3668.09459459459 3845.12162162162 3221.77027027027 3183.41891891892 4159.18918918919 3231.41891891892 0.0831452880152703 0.370922228378378 3520.25675675676 3502.06756756757 3316.52702702703 3458 3747.75675675676 3852.72972972973 2501.17567567568 0.757032544864865 2570.91891891892 2835.43243243243 3314 2176.2972972973 1693.44594594595 1662.56756756757 3354.24324324324 3274.5 3450.52702702703 3912.47297297297 2070.35135135135 1479.48648648649 2771.47297297297 2862.48648648649 2911.95945945946 2926.13513513513 -9.85724800675676 2928.75675675676 2327.44594594595 0.901516042027027
"WALKING_DOWNSTAIRS" 25 2.91329666206897 4743.25862068965 4495.6724137931 2481.43103448276 2034.87931034483 3112.70689655172 3855.5 4143.6724137931 3492.25862068966 3623.63793103448 3616.43103448276 1998.81034482759 -5.234748 3566.55172413793 3042.46551724138 2626.13793103448 3245.3275862069 2736.12068965517 3912.13793103448 3462.81034482759 3482.22413793103 3935.96551724138 3666.77586206897 3420.25862068966 2.97926575 2269.3275862069 3582.15517241379 2678.84482758621 4524.70689655172 3053.89655172414 3595.81034482759 3690.56896551724 3714.5 2854.03448275862 4230.84482758621 1920.03448275862 -0.19934720337931 1.42980801551724 4061.08620689655 3981.77586206897 3125.94827586207 3508.27586206897 3621.37931034483 3478.44827586207 2142.18965517241 0.67960595137931 2723.65517241379 2849.70689655172 3281.22413793103 2076.63793103448 1727.8275862069 1790.08620689655 3392.77586206897 3046.51724137931 3181.65517241379 3032.63793103448 1966.63793103448 1770.5 2598.39655172414 2937.03448275862 2985.31034482759 2958.13793103448 -9.4015837137931 2367.29310344828 2609.43103448276 0.714648452068966
"WALKING_UPSTAIRS" 25 2.77995411384615 5025.2 4893.10769230769 3234.21538461538 926.615384615385 1553.53846153846 3644.15384615385 3792.24615384615 3737.12307692308 2899.30769230769 3279.53846153846 3179.95384615385 -7.69981246153846 5762.30769230769 4501.81538461538 2315.43076923077 2441.58461538462 2181 3765.6 4315.32307692308 3999.15384615385 4217.63076923077 3575.12307692308 3459.43076923077 2.92791456153846 3088.75384615385 3936.10769230769 2986.4 4235.89230769231 2825.16923076923 3483.4 3241.12307692308 3012.18461538462 3366.03076923077 4292.73846153846 1805.92307692308 -0.239961617733846 2.76971175076923 3616.58461538462 3849.4 3805.81538461538 3764.87692307692 3556.07692307692 3519.2 1959.38461538462 0.824883302769231 2984 3126.75384615385 2739.18461538462 1909.21538461538 1740.12307692308 2256.2 3155.46153846154 3095.2 3138.87692307692 2410.46153846154 2139.66153846154 2410.87692307692 2375.50769230769 2823.26153846154 3110.64615384615 2917.8 -9.69362052 2885.64615384615 2364.95384615385 0.859182962615385
"LAYING" 26 2.78216170789474 2306.42105263158 1615.32894736842 3033.11842105263 4754.94736842105 4893.6052631579 3683.53947368421 3843.01315789474 3202.35526315789 4125.3947368421 2010.86842105263 5142.26315789474 -2.86650176052632 2553.42105263158 3528.82894736842 4300.81578947368 2539.03947368421 4731.97368421053 4009.48684210526 3924.06578947368 3607.21052631579 3852.56578947368 3720.46052631579 3646.02631578947 1.38526848815789 4274.15789473684 3639.59210526316 5088.69736842105 1838.06578947368 4682.86842105263 3732.18421052632 3868.69736842105 4591.68421052632 4161.09210526316 2729.42105263158 3988.35526315789 0.226551983973684 -2.78135998947368 3437.97368421053 3851.81578947368 3949.10526315789 3606.63157894737 3475.18421052632 3608.61842105263 5279.81578947368 0.989917354473684 2935.13157894737 4908.84210526316 5892.77631578947 6140.6447368421 5933.21052631579 6195.40789473684 3366.86842105263 3479.92105263158 3683.36842105263 4689.1447368421 5681.81578947368 5996.61842105263 2692.34210526316 2921.47368421053 4914.26315789474 5143.72368421053 -9.97066281973684 5919.26315789474 5797.05263157895 0.993439448289474
"SITTING" 26 2.66040437051282 2645.26923076923 2653.07692307692 3942.03846153846 4191.19230769231 3736.41025641026 3750.80769230769 3730.51282051282 3317.02564102564 3175.80769230769 3553.67948717949 4137.41025641026 -5.55003956153846 3775.14102564103 2440.28205128205 3074.21794871795 4653.65384615385 4944.19230769231 3500.5641025641 3562.25641025641 3479.74358974359 3600.48717948718 3719.91025641026 3871.01282051282 1.43710903205128 4606.41025641026 3493.07692307692 4502.10256410256 2677.88461538462 4558.69230769231 3604.64102564103 3643.88461538462 4399.5 3470.64102564103 3696.76923076923 3990.33333333333 0.0780677367742308 -0.432892801282051 3399.92307692308 3626.26923076923 3696.10256410256 3413.01282051282 3794.83333333333 3626.80769230769 5934.53846153846 0.994033207051282 2761.80769230769 4159.26923076923 4784.79487179487 5807.10256410256 5898.29487179487 5607.75641025641 3353.97435897436 3414.71794871795 3377.14102564103 5434.89743589744 5832.64102564103 5750.08974358974 3082.92307692308 3072.70512820513 5693.75641025641 5637.17948717949 -9.98419593205128 5398.35897435897 5190.79487179487 0.981083273974359
"STANDING" 26 2.81127035405405 3595.37837837838 3475.71621621622 4597.37837837838 3264.33783783784 3809.18918918919 3520.25675675676 3218.37837837838 3546.89189189189 4676.48648648649 3343.97297297297 3244.36486486487 -4.84263703783784 3536.33783783784 3384.94594594595 3502.7972972973 5075.43243243243 4916.93243243243 3761.97297297297 3413.75675675676 3702.02702702703 3820.60810810811 3645.62162162162 3729.7027027027 1.1099815472973 4895.58108108108 3327.63513513513 4339.74324324324 3273.08108108108 4817.05405405405 3514.25675675676 3483.2027027027 3506.91891891892 3746.17567567568 3654.55405405405 3821.87837837838 0.182134807568919 -1.92542202972973 3884.04054054054 3877.56756756757 3138.43243243243 3764.66216216216 4037.18918918919 3505.2027027027 4991.2027027027 0.984253792432432 2937.64864864865 4221.98648648649 3268.2027027027 4956.62162162162 5063.7972972973 5156.08108108108 3182.31081081081 2790.68918918919 3714.01351351351 3983.95945945946 4970.56756756757 5435.94594594595 3047.82432432432 2921.78378378378 5358.5945945946 5449.36486486487 -9.99563557162162 5271.75675675676 4476.66216216216 0.997399552837838
"WALKING" 26 2.79264443728814 4462.50847457627 4291.50847457627 2569.13559322034 1165.25423728814 3183.06779661017 3977.25423728814 3683.86440677966 3374.72881355932 3802.49152542373 2670.66101694915 2461.35593220339 -2.41454144576271 3156.15254237288 3445.28813559322 3184 3809.22033898305 2162.86440677966 3259.83050847458 3311.66101694915 3814.77966101695 3317.61016949153 4124.30508474576 4290.06779661017 3.39625896779661 3187.32203389831 3192.72881355932 2616.16949152542 4087.42372881356 1981.61016949153 3501.01694915254 3291.71186440678 4318.81355932203 4142.18644067797 4165.96610169491 3679.61016949153 0.0910993082610169 -0.137120440677966 3809.4406779661 3928.96610169492 3992.13559322034 4172.93220338983 3943.23728813559 4187.81355932203 1906.67796610169 0.603468672372881 3392.64406779661 2684.81355932203 3127.54237288136 1662.27118644068 1708.72881355932 1838.49152542373 3160.28813559322 3260.03389830508 3566.42372881356 2805.74576271186 2104.01694915254 1590.32203389831 2936.83050847458 3361.91525423729 1266.79661016949 1990.81355932203 -9.4003586 1880.4406779661 2715.37288135593 0.827052041864407
"WALKING_DOWNSTAIRS" 26 2.792845828 4652.08 4231.94 5501.08 4186.34 4043.02 3536.54 3946.14 3775.62 3640.06 3847.62 4167.72 -2.672754546 1736.52 2387.6 3186.06 4100.94 2519.26 3474.56 3848.14 4000.96 3596.44 3697.18 3430.98 3.12575374 3011.54 4266.82 2001.3 4192.88 4015.04 3625.04 3310.66 4221.12 3904.68 3685.08 5252.96 0.0747527011028 -1.17756391 3159.28 3331.02 3545.02 3039.58 3635.22 3425.88 2173.56 0.463140795 3183.86 3549.48 3527.06 1856.94 2012.88 1685.14 3088.38 3037.48 3106.46 2494.48 1758.38 1695.52 2798.46 3253.5 1290.42 1360.56 -9.243442284 1798.12 2236.32 0.3337393868
"WALKING_UPSTAIRS" 26 2.72691394545455 4691.65454545455 4582.32727272727 1969.49090909091 2759.67272727273 4674.27272727273 3487.05454545455 3807.27272727273 3773.10909090909 3629.56363636364 3882.49090909091 3912.4 -6.41906074545455 4885.05454545455 3216.30909090909 3412.85454545455 3347.85454545455 2465.30909090909 3822.52727272727 3825.45454545455 3635.8 3511.36363636364 3618.32727272727 3670.41818181818 3.06282886 3079.38181818182 3626.90909090909 3771.25454545455 4372.45454545455 2103.34545454545 3172 3449.61818181818 851.309090909091 3405.87272727273 4271.78181818182 2565.14545454545 -0.230708020769091 1.73879126363636 3598.63636363636 3454.69090909091 4073.78181818182 3142.89090909091 3871.01818181818 3271.65454545455 1456.50909090909 0.661829656545455 2758.36363636364 3346.67272727273 2643.83636363636 1999.23636363636 1703.63636363636 1779.81818181818 2758.4 3356.01818181818 3286.49090909091 2840.23636363636 2016.38181818182 1640.90909090909 2818.92727272727 3074.6 2192.34545454545 2397.49090909091 -9.72234801454545 1477.54545454545 2969.14545454545 0.632130597272727
"LAYING" 27 2.74102492432432 2143.81081081081 1705.39189189189 2936.17567567568 4534.04054054054 4918.17567567568 3632.78378378378 3875.08108108108 3964.44594594595 3559.85135135135 3224.12162162162 3522.58108108108 -2.7382894472973 2937.31081081081 4928.72972972973 3032.58108108108 2658.24324324324 4740.31081081081 3902.05405405405 3512.77027027027 3733.98648648649 4265.21621621622 3608.75675675676 3606.59459459459 -0.0969590864864865 4998.86486486487 3746.31081081081 4499.63513513513 1860.94594594595 4514.66216216216 3616.95945945946 3346.93243243243 4197.12162162162 3908.37837837838 2842.87837837838 4293.71621621622 0.185136786012162 -2.64524976486486 3532.77027027027 3461.44594594595 3757.62162162162 3914.78378378378 3097.67567567568 3522.5 5900.83783783784 0.993484313243243 2823.25675675676 5174.36486486487 5433.67567567568 5751.44594594595 5859.21621621622 5994.86486486487 3033.7972972973 3051.62162162162 3323.7972972973 4560.0945945946 5593.95945945946 5677.17567567568 3129.10810810811 3164.59459459459 5570.32432432432 5484.75675675676 -9.98785906081081 6050.63513513513 5751.16216216216 0.998478182297297
